0,Orthology,Reaction,Reaction_decode,Pathway,Pathway_decode,Module,Module_decode
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]",R08310,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+",map01220,Degradation of aromatic compounds,,
K08010,"NCF2, P67PHOX; neutrophil cytosolic factor 2",,,map05418,Fluid shear stress and atherosclerosis,,
K08011,"NCF1, P47PHOX; neutrophil cytosolic factor 1",,,map05418,Fluid shear stress and atherosclerosis,,
K08012,"NCF4, P40PHOX; neutrophil cytosolic factor 4",,,map05140,Leishmaniasis,,
K08013,SIPA1; signal-induced proliferation-associated gene 1,,,map04670,Leukocyte transendothelial migration,,
K08014,"RAPGEF3, EPAC1; Rap guanine nucleotide exchange factor 3",,,map04726,Serotonergic synapse,,
K08015,"RASSF5, RAPL; Ras association domain-containing protein 5",,,map05223,Non-small cell lung cancer,,
K08016,"TXK, RLK; tyrosine-protein kinase TXK [EC:2.7.10.2]",,,map04670,Leukocyte transendothelial migration,,
K08017,AVIL; advillin,,,,,,
K08018,"RAPGEF2, PDZGEF1; Rap guanine nucleotide exchange factor 2",,,map04530,Tight junction,,
K08019,RAPGEF5; Rap guanine nucleotide exchange factor 5,,,map04015,Rap1 signaling pathway,,
K08020,"RAPGEF6, PDZGEF2; Rap guanine nucleotide exchange factor 6",,,map04530,Tight junction,,
K08021,ALOX12B; arachidonate 12-lipoxygenase (R-type) [EC:1.13.11.-],R07038,Arachidonate + Oxygen <=> 12(R)-HPETE,map04726,Serotonergic synapse,,
K08022,ALOX15B; arachidonate 15-lipoxygenase (second type) / 8-lipoxygenase (S-type) [EC:1.13.11.33 1.13.11.-],R07053,Arachidonate + Oxygen <=> 8(S)-HPETE,map04726,Serotonergic synapse,,
K08023,LTBP2_3_4; latent transforming growth factor beta binding protein 2/3/4,,,,,,
K08024,"HHEX, HEX, PRH; homeobox protein HEX",,,map05202,Transcriptional misregulation in cancer,,
K08025,"HLXB9, HB9; homeobox protein HB9",,,map04950,Maturity onset diabetes of the young,,
K08026,"ONECUT1, HNF6; one cut domain, family member 1, hepatocyte nuclear factor 6",,,map04950,Maturity onset diabetes of the young,,
K08027,"NR5A2, FTF; nuclear receptor subfamily 5 group A member 2",,,map04950,Maturity onset diabetes of the young,,
K08028,NEUROG3; neurogenin 3,,,map04950,Maturity onset diabetes of the young,,
K08029,NKX2-2; homeobox protein Nkx-2.2,,,map04950,Maturity onset diabetes of the young,,
K08030,NKX6-1; homeobox protein Nkx-6.1,,,map04950,Maturity onset diabetes of the young,,
K08031,PAX6; paired box protein 6,,,map04950,Maturity onset diabetes of the young,,
K08032,PAX4; paired box protein 4,,,map04950,Maturity onset diabetes of the young,,
K08033,NEUROD1; neurogenic differentiation factor 1,,,map04950,Maturity onset diabetes of the young,,
K08034,"TCF2, HNF1B; transcription factor 2, hepatocyte nuclear factor 1-beta",,,map04950,Maturity onset diabetes of the young,,
K08035,"FOXA2, HNF3B; forkhead box protein A2, hepatocyte nuclear factor 3-beta",,,map04950,Maturity onset diabetes of the young,,
K08036,"TCF1, HNF1A; transcription factor 1, hepatocyte nuclear factor 1-alpha",,,map04950,Maturity onset diabetes of the young,,
K08037,"NR2A2, HNF4G; hepatocyte nuclear factor 4-gamma",,,map04950,Maturity onset diabetes of the young,,
K08038,"FOXA3, HNF3G; forkhead box protein A3, hepatocyte nuclear factor 3-gamma",,,map04950,Maturity onset diabetes of the young,,
K08039,IAPP; islet amyloid polypeptide,,,map04950,Maturity onset diabetes of the young,,
K08040,"BHLHB8, MIST1; class B basic helix-loop-helix protein 8",,,map04950,Maturity onset diabetes of the young,,
K08041,ADCY1; adenylate cyclase 1 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08042,ADCY2; adenylate cyclase 2 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08043,ADCY3; adenylate cyclase 3 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08044,ADCY4; adenylate cyclase 4 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08045,ADCY5; adenylate cyclase 5 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08046,ADCY6; adenylate cyclase 6 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08047,ADCY7; adenylate cyclase 7 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08048,ADCY8; adenylate cyclase 8 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08049,ADCY9; adenylate cyclase 9 [EC:4.6.1.1],R00434,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",map05414,Dilated cardiomyopathy (DCM),,
K08050,PPP1R1A; protein phosphatase 1 regulatory subunit 1A,,,map04720,Long-term potentiation,,
K08051,"PLEKHA8, FAPP2; pleckstrin homology domain containing family A member 8",,,,,,
K08052,NF1; neurofibromin 1,,,map04014,Ras signaling pathway,,
K08053,"RASA2, GAP1M; Ras GTPase-activating protein 2",,,map05203,Viral carcinogenesis,,
K08054,CANX; calnexin,,,map05166,Human T-cell leukemia virus 1 infection,,
K08055,B2M; beta-2-microglobulin,,,map05170,Human immunodeficiency virus 1 infection,,
K08056,"PDIA3, GRP58; protein disulfide-isomerase A3 [EC:5.3.4.1]",,,map05170,Human immunodeficiency virus 1 infection,,
K08057,CALR; calreticulin,,,map05170,Human immunodeficiency virus 1 infection,,
K08058,TAPBP; TAP binding protein (tapasin),,,map05170,Human immunodeficiency virus 1 infection,,
K08059,"IFI30, GILT; interferon, gamma-inducible protein 30",,,map04612,Antigen processing and presentation,,
K08060,CIITA; MHC class II transactivator [EC:2.7.11.1],,,map05340,Primary immunodeficiency,,
K08061,RFX5; regulatory factor X 5,,,map05340,Primary immunodeficiency,,
K08062,RFXANK; regulatory factor X-associated ankyrin-containing protein,,,map05340,Primary immunodeficiency,,
K08063,RFXAP; regulatory factor X-associated protein,,,map05340,Primary immunodeficiency,,
K08064,"NFYA; nuclear transcription factor Y, alpha",,,map05152,Tuberculosis,,
K08065,NFYB; nuclear transcription Y subunit beta,,,map05166,Human T-cell leukemia virus 1 infection,,
K08066,"NFYC; nuclear transcription factor Y, gamma",,,map05152,Tuberculosis,,
K08067,"PPP1R17, GSBS; protein phosphatase 1 regulatory subunit 17",,,map04730,Long-term depression,,
K08068,"siaA, neuC1; UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]",R00414,UDP-N-acetyl-alpha-D-glucosamine + H2O <=> N-Acetyl-D-mannosamine + UDP,map00520,Amino sugar and nucleotide sugar metabolism,,
K08069,VNN; pantetheine hydrolase [EC:3.5.1.92],R02973,Pantetheine + H2O <=> Pantothenate + Cysteamine,map00770,Pantothenate and CoA biosynthesis,,
K08070,E1.3.1.74; 2-alkenal reductase [EC:1.3.1.74],,,,,,
K08071,NQO2; ribosyldihydronicotinamide dehydrogenase (quinone) [EC:1.10.5.1],,,,,,
K08073,PNKP; bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78],,,,,,
K08074,ADPGK; ADP-dependent glucokinase [EC:2.7.1.147],R12594,ADP + D-Glucosamine <=> AMP + D-Glucosamine 6-phosphate,map01200,Carbon metabolism,M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
K08075,E3.1.3.32; polynucleotide 3'-phosphatase [EC:3.1.3.32],,,,,,
K08076,E3.4.24.21; astacin [EC:3.4.24.21],,,,,,
K08077,NUDT14; UDP-sugar diphosphatase [EC:3.6.1.45],,,,,,
K08080,CMAH; CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2],R01803,N-Acetylneuraminate + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> N-Glycoloyl-neuraminate + 2 Ferricytochrome b5 + H2O,map00520,Amino sugar and nucleotide sugar metabolism,,
K08081,TR1; tropinone reductase I [EC:1.1.1.206],R02832,Tropine + NADP+ <=> Tropinone + NADPH + H+,map01110,Biosynthesis of secondary metabolites,,
K08082,"algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]",,,map02020,Two-component system,,
K08083,"algR; two-component system, LytTR family, response regulator AlgR",,,map02020,Two-component system,,
K08084,fimT; type IV fimbrial biogenesis protein FimT,,,,,,
K08085,fimU; type IV fimbrial biogenesis protein FimU,,,,,,
K08086,fimV; pilus assembly protein FimV,,,,,,
K08087,fimW; fimbrial protein FimW,,,,,,
K08088,fimY; fimbrial protein FimY,,,map01100,Metabolic pathways,,
K08089,FCER1A; high affinity immunoglobulin epsilon receptor subunit alpha,,,map05310,Asthma,,
K08090,"MS4A2, FCER1B; high affinity immunoglobulin epsilon receptor subunit beta",,,map05310,Asthma,,
K08091,GAB2; growth factor receptor bound protein 2-associated protein 2,,,map05220,Chronic myeloid leukemia,,
K08092,dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130],R02639,"3-Dehydro-L-gulonate + NADP+ <=> (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + NADPH + H+",map01100,Metabolic pathways,,
K08093,hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43],R05338,D-Ribulose 5-phosphate + Formaldehyde <=> D-arabino-Hex-3-ulose 6-phosphate,map01230,Biosynthesis of amino acids,M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"
K08094,hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27],R09780,D-arabino-Hex-3-ulose 6-phosphate <=> beta-D-Fructose 6-phosphate,map01230,Biosynthesis of amino acids,M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"
K08095,E3.1.1.74; cutinase [EC:3.1.1.74],,,,,,
K08096,gch3; GTP cyclohydrolase IIa [EC:3.5.4.29],R07306,GTP + 3 H2O <=> 2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + 2 Orthophosphate,map01100,Metabolic pathways,,
K08097,comA; phosphosulfolactate synthase [EC:4.4.1.19],R07476,(2R)-O-Phospho-3-sulfolactate <=> Sulfite + Phosphoenolpyruvate,map01120,Microbial metabolism in diverse environments,M00358,Coenzyme M biosynthesis
K08098,"PIGZ, SMP3; GPI mannosyltransferase 4 [EC:2.4.1.-]",R07129,Dolichyl phosphate D-mannose + G00149 <=> Dolichyl phosphate + G00140,map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,
K08099,E3.1.1.14; chlorophyllase [EC:3.1.1.14],R09068,Chlorophyll b + H2O <=> Chlorophyllide b + Phytol,map01110,Biosynthesis of secondary metabolites,,
K08100,E1.3.3.5; bilirubin oxidase [EC:1.3.3.5],R02394,2 Bilirubin + Oxygen <=> 2 Biliverdin + 2 H2O,map01110,Biosynthesis of secondary metabolites,,
K08101,HY2; phytochromobilin:ferredoxin oxidoreductase [EC:1.3.7.4],R03678,(3Z)-Phytochromobilin + 2 Oxidized ferredoxin <=> Biliverdin + 2 Reduced ferredoxin,map01110,Biosynthesis of secondary metabolites,,
K08102,HS6ST2; heparan sulfate 6-O-sulfotransferase HS6ST2 [EC:2.8.2.-],,,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,
K08103,HS6ST3; heparan sulfate 6-O-sulfotransferase HS6ST3 [EC:2.8.2.-],,,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,
K08104,HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23],,,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,,
K08105,D4ST1; dermatan 4-sulfotransferase 1 [EC:2.8.2.35],R10873,"3'-Phosphoadenylyl sulfate + Dermatan <=> Adenosine 3',5'-bisphosphate + Dermatan 4-sulfate",map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,,
K08106,CHST15; N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33],R10869,"3'-Phosphoadenylyl sulfate + Chondroitin 4-sulfate <=> Adenosine 3',5'-bisphosphate + Chondroitin 4,6-sulfate",map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,,
K08107,GPC1; glypican 1,,,map05418,Fluid shear stress and atherosclerosis,,
K08108,GPC2; glypican 2,,,,,,
K08109,GPC3; glypican 3,,,map05205,Proteoglycans in cancer,,
K08110,GPC4; glypican 4,,,map04310,Wnt signaling pathway,,
K08111,GPC5; glypican 5,,,,,,
K08112,GPC6; glypican 6,,,,,,
K08114,PTPRZ; receptor-type tyrosine-protein phosphatase zeta [EC:3.1.3.48],,,map05120,Epithelial cell signaling in Helicobacter pylori infection,,
K08115,CSPG4; chondroitin sulfate proteoglycan 4,,,,,,
K08116,CSPG5; chondroitin sulfate proteoglycan 5,,,,,,
K08117,APLP2; amyloid-like protein 2,,,,,,
K08118,BGN; biglycan,,,,,,
K08119,ECM2; extracellular matrix protein 2,,,,,,
K08120,ASPN; asporin,,,,,,
K08121,FMOD; fibromodulin,,,map04350,TGF-beta signaling pathway,,
K08122,LUM; lumican,,,map05205,Proteoglycans in cancer,,
K08123,KERA; keratocan,,,,,,
K08124,OMD; osteomodulin,,,,,,
K08125,PRELP; proline arginine-rich end leucine-rich repeat protein,,,,,,
K08126,"OGN; osteoglycin (osteoinductive factor, mimecan)",,,,,,
K08127,DSPG3; dermatan sulfate proteoglycan 3 (PG-Lb),,,,,,
K08128,OPTC; opticin,,,,,,
K08129,NYX; nyctalopin,,,,,,
K08130,"TSK, LRRC54; tsukushi (leucine-rich repeat-containing protein 54)",,,,,,
K08131,"COL9A; collagen, type IX, alpha",,,map05165,Human papillomavirus infection,,
K08132,"COL12A; collagen, type XII, alpha",,,map04974,Protein digestion and absorption,,
K08133,"COL14A; collagen, type XIV, alpha",,,map04974,Protein digestion and absorption,,
K08134,P3H1; procollagen-proline 3-dioxygenase 1 [EC:1.14.11.7],,,,,,
K08135,"COL15A; collagen, type XV, alpha",,,map04974,Protein digestion and absorption,,
K08136,"SPOCK; sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)",,,,,,
K08137,"galP; MFS transporter, SP family, galactose:H+ symporter",,,,,,
K08138,"xylE; MFS transporter, SP family, xylose:H+ symportor",,,,,,
K08139,"HXT; MFS transporter, SP family, sugar:H+ symporter",,,map04113,Meiosis - yeast,,
K08141,"MAL; MFS transporter, SP family, general alpha glucoside:H+ symporter",,,,,,
K08142,"SLC2A3, GLUT3; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3",,,,,,
K08143,"SLC2A5, GLUT5; MFS transporter, SP family, solute carrier family 2 (facilitated glucose/fructose transporter), member 5",,,map04973,Carbohydrate digestion and absorption,,
K08144,"SLC2A6, GLUT6; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 6",,,,,,
K08145,"SLC2A8, GLUT8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8",,,,,,
K08146,"SLC2A9, GLUT9; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9",,,,,,
K08147,"SLC2A10, GLUT10; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 10",,,,,,
K08148,"SLC2A11, GLUT11; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 11",,,,,,
K08149,"SLC2A12, GLUT12; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 12",,,,,,
K08150,"SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13",,,,,,
K08151,"tetA; MFS transporter, DHA1 family, tetracycline resistance protein",,,,,,
K08152,"lmrP; MFS transporter, DHA1 family, multidrug resistance protein B",,,,,,
K08153,"blt; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08154,"emrD; MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",,,,,,
K08155,"SLC18A1_2, VMAT; MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",,,map05034,Alcoholism,,
K08156,"araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein",,,,,,
K08157,"TPO1; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08158,"MDR1, FLR1, CAF5; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08159,"sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein",,,,,,
K08160,"mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein",,,,,,
K08161,"mdtG; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08162,"mdtH; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08163,"mdtL; MFS transporter, DHA1 family, multidrug resistance protein",,,,,,
K08164,"ybcL; MFS transporter, DHA1 family, putative efflux transporter",,,,,,
K08165,"ATR1; MFS transporter, DHA2 family, multidrug resistance protein",,,,,,
K08166,"mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein",,,,,,
K08167,"smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein",,,,,M00714,"Multidrug resistance, efflux pump QacA"
K08168,"tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",,,,,M00704,"Tetracycline resistance, efflux pump Tet38"
K08169,"yebQ; MFS transporter, DHA2 family, multidrug resistance protein",,,,,,
K08170,"norB, norC; MFS transporter, DHA2 family, multidrug resistance protein",,,,,M00702,"Multidrug resistance, efflux pump NorB"
K08171,"SLC37A4; MFS transporter, OPA family, solute carrier family 37 (glycerol-6-phosphate transporter), member 4",,,map04973,Carbohydrate digestion and absorption,,
K08172,"shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein",,,,,,
K08173,"ydfJ; MFS transporter, MHS family, metabolite:H+ symporter",,,,,,
K08174,"glcP; MFS transporter, FHS family, glucose/mannose:H+ symporter",,,,,,
K08175,"NAGLT1; MFS transporter, FHS family, Na+ dependent glucose transporter 1",,,,,,
K08176,"PHO84; MFS transporter, PHS family, inorganic phosphate transporter",,,,,,
K08177,"oxlT; MFS transporter, OFA family, oxalate/formate antiporter",,,,,,
K08178,"JEN; MFS transporter, SHS family, lactate transporter",,,,,,
K08179,"SLC16A1; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 1",,,,,,
K08180,"SLC16A3; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 3",,,map05230,Central carbon metabolism in cancer,,
K08181,"SLC16A4; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 4",,,,,,
K08182,"SLC16A5; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 5",,,,,,
K08183,"SLC16A6; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 6",,,,,,
K08184,"SLC16A7; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 7",,,,,,
K08185,"SLC16A8; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 8",,,,,,
K08186,"SLC16A9; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 9",,,,,,
K08187,"SLC16A10; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 10",,,map04974,Protein digestion and absorption,,
K08188,"SLC16A11; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 11",,,,,,
K08189,"SLC16A13; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 13",,,,,,
K08190,"SLC16A14; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 14",,,,,,
K08191,"exuT; MFS transporter, ACS family, hexuronate transporter",,,,,,
K08192,"DAL; MFS transporter, ACS family, allantoate permease",,,,,,
K08193,"SLC17A; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other",,,,,,
K08194,"dgoT; MFS transporter, ACS family, D-galactonate transporter",,,,,,
K08195,"pcaK; MFS transporter, AAHS family, 4-hydroxybenzoate transporter",,,,,,
K08196,"mucK; MFS transporter, AAHS family, cis,cis-muconate transporter",,,,,,
K08197,"ARN; MFS transporter, SIT family, siderophore-iron:H+ symporter",,,,,,
K08198,"SLC22A1, OCT1; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 1",,,map05231,Choline metabolism in cancer,,
K08199,"SLC22A2, OCT2; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 2",,,map05231,Choline metabolism in cancer,,
K08200,"SLC22A3, OCT3; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 3",,,map05231,Choline metabolism in cancer,,
