,CHEM_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,CHRO_LIB_ENTRY_ID,COMP_ID,LIB_ID,PLATFORM
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",100006314,Lipid,Sphingomyelins,3134.0,NAMED,LQINJRUGTUOHGS-YPDYIYJKSA-N,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",121999-58-4,28532779.0,"HMDB0240617,HMDB0240608",,,164557,52433,402,Pos Late
dopamine 3-O-sulfate,100006361,Amino Acid,Tyrosine Metabolism,229.0,NAMED,NZKRYJGNYPYXJZ-UHFFFAOYSA-N,NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1,dopamine 3-O-sulfate,dopamine 3-O-sulfate,,108936.0,HMDB0006275,C13690,122136.0,155061,48407,209,Neg
3-hydroxyhexanoate,100006367,Lipid,"Fatty Acid, Monohydroxy",1996.0,NAMED,HPMGFDVTYHWBAG-UHFFFAOYSA-N,CCCC(O)CC(O)=O,3-hydroxyhexanoate,3-hydroxyhexanoate,10191-24-9,133518.0,"HMDB0061652,HMDB0010718",,151492.0,179135,53230,209,Neg
3beta-hydroxy-5-cholestenoate,100006370,Lipid,Sterol,3228.0,NAMED,WVXOMPRLWLXFAP-AMQKJUDNSA-N,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C,3beta-hydroxy-5-cholestenoate,3beta-hydroxy-5-cholestenoate,6561-58-6,,HMDB0012453,C17333,165511.0,207701,54805,209,Neg
C-glycosyltryptophan,100006379,Amino Acid,Tryptophan Metabolism,266.0,NAMED,CPXSBHKDEPPWIX-RAYCSJGISA-N,N[C@H](C(O)=O)CC1=C([C@H]([C@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO)NC3=CC=CC=C13,C-glycosyltryptophan,C-glycosyltryptophan,180509-18-6,9157171.0,HMDB0240296,,10981970.0,157831,48782,400,Pos Early
arabitol/xylitol,100006430,Carbohydrate,Pentose Metabolism,1293.0,NAMED,HEBKCHPVOIAQTA-IMJSIDKUSA-N,OC[C@@H](C([C@H](CO)O)O)O,arabitol/xylitol,arabitol/xylitol,,,"HMDB0001851,HMDB0000568,HMDB0002917","C00379,C00542,C01904",941546912.0,160479,48885,305,Polar
N-acetylglucosamine/N-acetylgalactosamine,100006435,Carbohydrate,Aminosugar Metabolism,1450.0,NAMED,OVRNDRQMDRJTHS-FMDGEEDCSA-N,O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(C)=O,N-acetylglucosamine/N-acetylgalactosamine,N-acetylglucosamine/N-acetylgalactosamine,,,"HMDB0000212,HMDB0000215",C01074,43917484265.0,166536,46539,400,Pos Early
citraconate/glutaconate,100006438,Energy,TCA Cycle,1479.0,NAMED,HNEGQIOMVPPMNR-IHWYPQMZSA-N,C/C(C(O)=O)=C/C(O)=O,citraconate/glutaconate,citraconate/glutaconate,,,"HMDB0000634,HMDB0000620","C02226,C02214",5280498643798.0,148336,47076,305,Polar
adipoylcarnitine (C6-DC),100006614,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1924.0,NAMED,BSVHAXJKBCWVDA-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCC(O)=O)=O)C[N+](C)(C)C)=O,adipoylcarnitine (C6-DC),adipoylcarnitine (C6-DC),,28540385.0,HMDB0061677,,71296139.0,166228,52988,400,Pos Early
nonanoylcarnitine (C9),100006620,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1874.0,NAMED,MPSPNFAQQQMFLK-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCC)=O)C[N+](C)(C)C)=O,nonanoylcarnitine (C9),nonanoylcarnitine (C9),,28533402.0,HMDB0013288,,91825642.0,218145,61775,402,Pos Late
glycochenodeoxycholate 3-sulfate,100006641,Lipid,Primary Bile Acid Metabolism,3493.0,NAMED,DKXXSIJHWWVNMO-ISIKUUMTSA-N,OS(OC1C[C@]2([H])C(CC1)(C)[C@@H]3[C@@]([C@@](CC4)([H])[C@@](CC3)(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O)([H])[C@H](O)C2)(=O)=O,glycochenodeoxycholate 3-sulfate,glycochenodeoxycholate 3-sulfate,,,"HMDB0002409,HMDB0002496,HMDB0002497",,2.111691721125e+23,166124,52974,209,Neg
glycodeoxycholate 3-sulfate,100006642,Lipid,Secondary Bile Acid Metabolism,3559.0,NAMED,QJZCNFGUZPMYAX-WWZCPACMSA-N,OS(OC1CC[C@@]2(C)[C@@](CC[C@]3([H])[C@]2([H])C[C@H](O)[C@@]4(C)[C@]3(CC[C@@H]4[C@H](C)CCC(NCC(O)=O)=O)[H])([H])C1)(=O)=O,glycodeoxycholate 3-sulfate,glycodeoxycholate 3-sulfate,,,,,101602538.0,166126,52975,209,Neg
"1,2-dilinoleoyl-GPC (18:2/18:2)",100008903,Lipid,Phosphatidylcholine (PC),2376.0,NAMED,FVXDQWZBHIXIEJ-LNDKUQBDSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OC[C@@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,"1,2-dilinoleoyl-GPC (18:2/18:2)","1,2-dilinoleoyl-GPC (18:2/18:2)",998-06-1,4450312.0,HMDB0008138,,5288075.0,165331,52603,402,Pos Late
1-stearoyl-2-oleoyl-GPC (18:0/18:1),100008904,Lipid,Phosphatidylcholine (PC),2339.0,NAMED,ATHVAWFAEPLPPQ-VRDBWYNSSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O,1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPC (18:0/18:1),56421-10-4,24766704.0,HMDB0008038,,24778825.0,164562,52438,402,Pos Late
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),100008914,Lipid,Phosphatidylcholine (PC),2314.0,NAMED,IIZPXYDJLKNOIY-JXPKJXOSSA-N,CCCCCCCCCCCCCCCC(OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),35418-58-7,8923140.0,HMDB0007982,C05208,10747814.0,165128,52462,402,Pos Late
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),100008915,Lipid,Phosphatidylcholine (PC),2320.0,NAMED,IESVDEZGAHUQJU-ZLBXKVHBSA-N,CCCCCCCCCCCCCCCC(OC[C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),59403-54-2,4946007.0,HMDB0007991,,6441886.0,165342,52610,402,Pos Late
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),100008916,Lipid,Phosphatidylcholine (PC),2356.0,NAMED,FAUYAENFVCNTAL-PFFNLMTBSA-N,O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)CO[P](OCC[N+](C)(C)C)([O-])=O,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),59403-52-0,,HMDB0008057,,24778876.0,165343,52611,402,Pos Late
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),100008919,Lipid,Plasmalogen,2826.0,NAMED,XVYPOHCSLJZFED-QZEVRULJSA-N,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),144371-68-6,24769260.0,HMDB0011375,,42607457.0,165346,52614,402,Pos Late
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",100008920,Lipid,Sphingomyelins,3137.0,NAMED,YMQZQHIESOAPQH-JXGHDCMNSA-N,O=C(N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])COP([O-])(OCC[N+](C)(C)C)=O)CCCCCCCCCCCCCCCC,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",121999-64-2,,"HMDB0240620,HMDB0240609,HMDB0240622",,46891763.0,165347,52615,402,Pos Late
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),100008921,Lipid,Phosphatidylcholine (PC),2298.0,NAMED,PZNPLUBHRSSFHT-RRHRGVEJSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCCCCC)=O,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1-palmitoyl-2-stearoyl-GPC (16:0/18:0),59403-51-9,24766643.0,HMDB0007970,C03889,24778686.0,165348,52616,402,Pos Late
2-hydroxybutyrate/2-hydroxyisobutyrate,100008928,Amino Acid,Glutathione Metabolism,590.0,NAMED,AFENDNXGAFYKQO-UHFFFAOYSA-N,CCC(O)C(O)=O,2-hydroxybutyrate/2-hydroxyisobutyrate,2-hydroxybutyrate/2-hydroxyisobutyrate,,,"HMDB0000729,HMDB00008","C21297,C05984",4408644277439.0,164309,52281,305,Polar
oleate/vaccenate (18:1),100008930,Lipid,Long Chain Monounsaturated Fatty Acid,1550.0,NAMED,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,OC(CCCCCCC/C=C\CCCCCCCC)=O,oleate/vaccenate (18:1),oleate/vaccenate (18:1),,,"HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207","C21944,C08367,C01712,C00712",5.28276163751752e+25,164313,52285,209,Neg
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,100008954,Lipid,Dihydrosphingomyelins,3118.0,NAMED,QHZIGNLCLJPLCU-QPPIDDCLSA-N,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,,8115586.0,HMDB0010168,,9939965.0,164558,52434,402,Pos Late
tricosanoyl sphingomyelin (d18:1/23:0)*,100008955,Lipid,Sphingomyelins,3126.0,NAMED,SXZWBNWTCVLZJN-NMIJJABPSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,tricosanoyl sphingomyelin (d18:1/23:0)*,tricosanoyl sphingomyelin (d18:1/23:0)*,,,HMDB0012105,,,164560,52436,402,Pos Late
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",100008956,Lipid,Sphingomyelins,3147.0,NAMED,JBDGKEXQKCCQFK-JWQIMADESA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",,,"HMDB0240634,HMDB0011696,HMDB0240614",,134757653.0,164559,52435,402,Pos Late
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",100008957,Lipid,Sphingomyelins,3149.0,NAMED,TXFLWJQVQCDUDZ-BRUGZULGSA-N,[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,"sphingomyelin (d18:2/24:1, d18:1/24:2)*","sphingomyelin (d18:2/24:1, d18:1/24:2)*",,,"HMDB0240636,HMDB0240615",,85336023.0,164561,52437,402,Pos Late
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,100008976,Lipid,Phosphatidylethanolamine (PE),2446.0,NAMED,YDTWOEYVDRKKCR-KNERPIHHSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,,7825699.0,HMDB0008994,,9546749.0,165108,52446,402,Pos Late
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),100008977,Lipid,Phosphatidylethanolamine (PE),2455.0,NAMED,ANRKEHNWXKCXDB-BHFWLYLHSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),,4451158.0,HMDB0009003,C05210,5289133.0,165110,52447,402,Pos Late
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,100008980,Lipid,Phosphatidylcholine (PC),2342.0,NAMED,FORFDCPQKJHEBF-JEFUZMEDSA-N,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,,,HMDB0008039,,6441487.0,165115,52452,402,Pos Late
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,100008984,Lipid,Phosphatidylcholine (PC),2296.0,NAMED,QIBZFHLFHCIUOT-HTXNQAPBSA-N,CCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,,,HMDB0007969,,6443788.0,165143,52470,402,Pos Late
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,100008985,Lipid,Phosphatidylcholine (PC),2310.0,NAMED,SRIGHEHXEGELQJ-YYQUKWHJSA-N,CCCCCCCCCCCCCCCC(OC[C@@H](OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,,,,,,165119,52454,402,Pos Late
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,100008990,Lipid,Phosphatidylethanolamine (PE),2433.0,NAMED,DRIVXEVMDWCWLI-CAQMIEAISA-N,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,,7825750.0,HMDB0005323,C05210,9546800.0,165131,52464,402,Pos Late
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,100008991,Lipid,Phosphatidylethanolamine (PE),2435.0,NAMED,MPWUZHVZZKSTPV-MADBQMNMSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,,7825749.0,HMDB0008946,,9546799.0,165133,52465,402,Pos Late
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,100008992,Lipid,Phosphatidylethanolamine (PE),2459.0,NAMED,XYYHNDVKALDFHQ-OXHZBIAZSA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,,7825748.0,HMDB0009012,,9546798.0,165134,52466,402,Pos Late
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,100008993,Lipid,Phosphatidylinositol (PI),2556.0,NAMED,KIQYUSYSJTUGFZ-LSLODQAYSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,,24767674.0,HMDB0009789,,,165137,52467,305,Polar
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),100008994,Lipid,Phosphatidylinositol (PI),2560.0,NAMED,KZVRAFHIKMDULK-HAVSRZFESA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),1-stearoyl-2-linoleoyl-GPI (18:0/18:2),,24767694.0,HMDB0009809,,,208084,52468,402,Pos Late
gamma-tocopherol/beta-tocopherol,100008998,Cofactors and Vitamins,Tocopherol Metabolism,4402.0,NAMED,QUEDXNHFTDJVIY-DQCZWYHMSA-N,CC1=C(C(CC2)=CC(O)=C1C)O[C@@]2(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C,gamma-tocopherol/beta-tocopherol,gamma-tocopherol/beta-tocopherol,,,"HMDB0006335,HMDB0001492","C14152,C02483",,165151,52473,402,Pos Late
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,100008999,Lipid,Plasmalogen,2835.0,NAMED,URPXXNCTXCOATD-FXMFQVEGSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,,7826008.0,HMDB0005779,,9547058.0,165154,52475,402,Pos Late
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,100009002,Lipid,Plasmalogen,2821.0,NAMED,UUYSKERSKRMYME-MAIXUNBTSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,,24769238.0,HMDB0011352,,52925126.0,165435,52673,402,Pos Late
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,100009005,Lipid,Plasmalogen,2817.0,NAMED,ZVVYJAAMWXATNY-PRWZWGSOSA-N,[H][C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,,24769228.0,HMDB0011342,,52925128.0,165158,52477,402,Pos Late
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,100009007,Lipid,Plasmalogen,2823.0,NAMED,CRBBMHQTIAELIS-KQBBALDBSA-N,[H][C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(CO[P-](OCC[N+](C)(C)C)([O])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,HMDB0007996,,34779384.0,165160,52478,402,Pos Late
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,100009009,Lipid,Plasmalogen,2831.0,NAMED,QLEHHUPUHJPURI-PWYDUFMYSA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,,24767486.0,HMDB0011211,,24779386.0,165449,52682,402,Pos Late
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,100009014,Lipid,Plasmalogen,2830.0,NAMED,IOYKZPNDXIIXLN-LOQSCQKMSA-N,[H][C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,,24767495.0,HMDB0011220,,,165459,52689,402,Pos Late
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",100009025,Lipid,Sphingomyelins,3143.0,NAMED,YXSZOBWVQJIWNE-QVDCKBILSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,,"HMDB0240619,HMDB0240611,HMDB0240621",,,165187,52495,402,Pos Late
behenoyl dihydrosphingomyelin (d18:0/22:0)*,100009026,Lipid,Dihydrosphingomyelins,3119.0,NAMED,FONAXCRWZQFJHY-JCGOJSMZSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,,24846880.0,HMDB0012091,,44260132.0,210829,57331,402,Pos Late
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",100009027,Lipid,Dihydrosphingomyelins,3120.0,NAMED,JCELSEVNSMXGKA-IOLBBIBUSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,"sphingomyelin (d18:0/18:0, d19:0/17:0)*","sphingomyelin (d18:0/18:0, d19:0/17:0)*",,24846878.0,HMDB0012087,,44260130.0,211136,57473,402,Pos Late
N-palmitoyl-sphinganine (d18:0/16:0),100009028,Lipid,Dihydroceramides,3027.0,NAMED,GCGTXOVNNFGTPQ-JHOUSYSJSA-N,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])CCCCCCCCCCCCCCC,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphinganine (d18:0/16:0),5966-29-0,4446685.0,HMDB11760,,5283572.0,165334,52604,402,Pos Late
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),100009030,Lipid,Lactosylceramides (LCER),3106.0,NAMED,HLIJNIKSBCIDGO-QKLMXXKVSA-N,O=C(CCCCCCCCCCCCCCC)N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])CO[C@H](O1)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@@H](O)[C@H]([C@H]2CO)O,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),4201-62-1,,HMDB0006750,,53477895.0,166340,53010,402,Pos Late
myristoyl dihydrosphingomyelin (d18:0/14:0)*,100009038,Lipid,Dihydrosphingomyelins,3117.0,NAMED,MJAFYELZQYPMQG-MPQUPPDSSA-N,[H][C@](NC(CCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,myristoyl dihydrosphingomyelin (d18:0/14:0)*,myristoyl dihydrosphingomyelin (d18:0/14:0)*,,24846886.0,HMDB0012085,,44260138.0,210891,57365,402,Pos Late
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,100009066,Lipid,Phosphatidylinositol (PI),2551.0,NAMED,PDLAMJKMOKWLAJ-KTBSNPQYSA-N,O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,,24767668.0,HMDB0009783,,71296232.0,208075,52669,402,Pos Late
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,100009069,Lipid,Plasmalogen,2818.0,NAMED,LJVXDBWIBQQKFU-CCJYEBHUSA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,,24769229.0,HMDB0011343,,52925127.0,165443,52677,402,Pos Late
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,100009075,Lipid,Phosphatidylcholine (PC),2326.0,NAMED,QJWDAOSZZYVBJZ-KXESGEQTSA-N,O=C(CCCCCCC/C=C\CCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,,24766675.0,HMDB0008006,,24778768.0,165450,52683,402,Pos Late
